Star,2MASS J01225093-2439505,2MASS J01225093-2439505,M3.5 V,3530.00,0.40
Planet,2MASS J01225093-2439505 b,2MASS J01225093-2439505,2MASS J01225093-2439505,,11.209
System,2MASS J02192210-3925225
Star,2MASS J02192210-3925225,2MASS J02192210-3925225,M6,3064.00,0.11
Planet,2MASS J02192210-3925225 b,2MASS J02192210-3925225,2MASS J02192210-3925225,,16.141
Satellite,2MASS J02192210-3925225 b Sat 1a,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1.470000,No
Satellite,2MASS J02192210-3925225 b Sat 2b,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1.190000,No
Satellite,2MASS J02192210-3925225 b Sat 3c,2MASS J02192210-3925225 b,2MASS J02192210-3925225,0.680000,No
Satellite,2MASS J02192210-3925225 b Sat 4d,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1.110000,No
System,2MASS J04414489+2301513
Star,2MASS J04414489+2301513,2MASS J04414489+2301513,M8.5,2936.00,0.02
Planet,2MASS J04414489+2301513 b,2MASS J04414489+2301513,2MASS J04414489+2301513,,12.600
System,2MASS J12073346-3932539
Star,2MASS J12073346-3932539,2MASS J12073346-3932539,M8,2825.00,0.02
Planet,2MASS J12073346-3932539 b,2MASS J12073346-3932539,2MASS J12073346-3932539,,12.900
System,2MASS J19383260+4603591
Star,2MASS J19383260+4603591,2MASS J19383260+4603591,,29564.00,0.48
Planet,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2MASS J19383260+4603591,406.00000000,13.400
System,2MASS J22362452+4751425
Star,2MASS J22362452+4751425,2MASS J22362452+4751425,K7 V,4045.00,0.60
Planet,2MASS J22362452+4751425 b,2MASS J22362452+4751425,2MASS J22362452+4751425,,12.300
System,30 Ari B
Star,30 Ari B,30 Ari B,F6 V,6331.00,1.93
Planet,30 Ari B b,30 Ari B,30 Ari B,335.10001000,12.300
System,4 UMa
Star,4 UMa,4 UMa,K1 III,4415.00,1.23
Planet,4 UMa b,4 UMa,4 UMa,270.27000000,12.600
System,42 Dra
Star,42 Dra,42 Dra,K1.5 III,4200.00,0.98
Planet,42 Dra b,42 Dra,42 Dra,479.10000000,13.000
System,47 UMa
Star,47 UMa,47 UMa,G0 V,5872.00,1.06
Planet,47 UMa b,47 UMa,47 UMa,1078.00000000,13.200
System,47 UMa
Star,47 UMa,47 UMa,G1 V,5872.00,1.06
Planet,47 UMa c,47 UMa,47 UMa,2391.00000000,14.200
System,47 UMa
Star,47 UMa,47 UMa,G0V,5872.00,1.06
Planet,47 UMa d,47 UMa,47 UMa,14002.00000000,13.500
System,51 Eri
Star,51 Eri,51 Eri,F0 IV,7295.00,1.75
Planet,51 Eri b,51 Eri,51 Eri,11688.00000000,13.400
System,51 Peg
Star,51 Peg,51 Peg,G5V,5758.00,1.03
Planet,51 Peg b,51 Peg,51 Peg,4.23078500,14.300
System,55 Cnc
Star,55 Cnc,55 Cnc,K0 IV-V,5172.00,0.91
Planet,55 Cnc b,55 Cnc,55 Cnc,14.65160000,13.900
System,55 Cnc
Star,55 Cnc,55 Cnc,G8V,5172.00,0.91
Planet,55 Cnc c,55 Cnc,55 Cnc,44.39890000,8.510
System,55 Cnc
Star,55 Cnc,55 Cnc,G8 V,5172.00,0.91
Planet,55 Cnc d,55 Cnc,55 Cnc,5574.20000000,13.000
System,55 Cnc
Star,55 Cnc,55 Cnc,G8 V,5172.00,0.91
Planet,55 Cnc e,55 Cnc,55 Cnc,0.73654740,1.875
System,55 Cnc
Star,55 Cnc,55 Cnc,G8V,5172.00,0.91
Planet,55 Cnc f,55 Cnc,55 Cnc,259.88000000,7.590
System,6 Lyn
Star,6 Lyn,6 Lyn,K0 IV,4941.00,1.32
Planet,6 Lyn b,6 Lyn,6 Lyn,919.86000000,13.400
System,61 Vir
Star,61 Vir,61 Vir,G5 V,5577.00,0.94
Planet,61 Vir b,61 Vir,61 Vir,4.21500000,2.110
System,61 Vir
Star,61 Vir,61 Vir,G5 V,5577.00,0.94
Planet,61 Vir c,61 Vir,61 Vir,38.02100000,4.460
System,61 Vir
Star,61 Vir,61 Vir,G5 V,5577.00,0.94
Planet,61 Vir d,61 Vir,61 Vir,123.01000000,5.110
Satellite,61 Vir d Sat 1a,61 Vir d,61 Vir,0.510000,No
Satellite,61 Vir d Sat 2b,61 Vir d,61 Vir,1.130000,No
System,7 CMa
Star,7 CMa,7 CMa,K1 III,4826.00,1.34
Planet,7 CMa b,7 CMa,7 CMa,735.10000000,13.400
System,7 CMa
Star,7 CMa,7 CMa,K1III(+M),4826.00,1.34
Planet,7 CMa c,7 CMa,7 CMa,996.00000000,13.900
System,70 Vir
Star,70 Vir,70 Vir,G5V,5495.00,1.09
Planet,70 Vir b,70 Vir,70 Vir,116.68800000,12.600
Satellite,70 Vir b Sat 1a,70 Vir b,70 Vir,0.510000,No
Satellite,70 Vir b Sat 2b,70 Vir b,70 Vir,0.390000,No
System,75 Cet
Star,75 Cet,75 Cet,G3 III,4809.00,1.92
Planet,75 Cet b,75 Cet,75 Cet,696.62000000,13.300
Satellite,75 Cet b Sat 1a,75 Cet b,75 Cet,1.690000,No
System,75 Cet
Star,75 Cet,75 Cet,G3 III,4809.00,1.92
Planet,75 Cet c,75 Cet,75 Cet,2051.62000000,13.900
System,8 UMi
Star,8 UMi,8 UMi,K0,4847.00,1.44
Planet,8 UMi b,8 UMi,8 UMi,93.40000000,13.600
System,81 Cet
Star,81 Cet,81 Cet,G5 III,4734.00,1.23
Planet,81 Cet b,81 Cet,81 Cet,1005.57000000,13.100
System,91 Aqr
Star,91 Aqr,91 Aqr,K0 III,4665.00,1.40
Planet,91 Aqr b,91 Aqr,91 Aqr,181.40000000,13.100
System,AB Aur
Star,AB Aur,AB Aur,,9770.00,2.40
Planet,AB Aur b,AB Aur,AB Aur,,12.500
Satellite,AB Aur b Sat 1a,AB Aur b,AB Aur,0.520000,No
Satellite,AB Aur b Sat 2b,AB Aur b,AB Aur,1.760000,Yes
System,AB Pic
Star,AB Pic,AB Pic,K2 V,5285.00,0.90
Planet,AB Pic b,AB Pic,AB Pic,,12.300
System,AF Lep
Star,AF Lep,AF Lep,F8 V,6130.00,1.20
Planet,AF Lep b,AF Lep,AF Lep,8030.00000000,13.100
System,AU Mic
Star,AU Mic,AU Mic,M1,3665.00,0.50
Planet,AU Mic b,AU Mic,AU Mic,8.46299910,3.957
System,AU Mic
Star,AU Mic,AU Mic,M1,3665.00,0.50
Planet,AU Mic c,AU Mic,AU Mic,18.85899100,3.240
System,AU Mic
Star,AU Mic,AU Mic,M1,3678.00,0.51
Planet,AU Mic d,AU Mic,AU Mic,12.73596000,1.020
System,BD+03 2562
Star,BD+03 2562,BD+03 2562,,4095.00,1.14
Planet,BD+03 2562 b,BD+03 2562,BD+03 2562,481.90000000,12.700
System,BD+14 4559
Star,BD+14 4559,BD+14 4559,K2 V,4864.00,0.49
Planet,BD+14 4559 b,BD+14 4559,BD+14 4559,268.94000000,13.800
System,BD+15 2375
Star,BD+15 2375,BD+15 2375,G5,4649.00,1.08
Planet,BD+15 2375 b,BD+15 2375,BD+15 2375,153.22000000,13.800
System,BD+15 2940
Star,BD+15 2940,BD+15 2940,K0,4796.00,1.10
Planet,BD+15 2940 b,BD+15 2940,BD+15 2940,137.48000000,13.700
System,BD+20 2457
Star,BD+20 2457,BD+20 2457,K2 II,4137.00,2.80
Planet,BD+20 2457 b,BD+20 2457,BD+20 2457,379.63000000,12.100
System,BD+20 2457
Star,BD+20 2457,BD+20 2457,K2 II,4137.00,2.80
Planet,BD+20 2457 c,BD+20 2457,BD+20 2457,621.99000000,12.400
System,BD+20 274
Star,BD+20 274,BD+20 274,K5 III,4296.00,0.80
Planet,BD+20 274 b,BD+20 274,BD+20 274,578.20000000,13.000
System,BD+20 594
Star,BD+20 594,BD+20 594,G,5766.00,1.67
Planet,BD+20 594 b,BD+20 594,BD+20 594,41.68550000,2.578
System,BD+45 564
Star,BD+45 564,BD+45 564,K1,5004.00,0.81
Planet,BD+45 564 b,BD+45 564,BD+45 564,307.88000000,13.600
System,BD+48 738
Star,BD+48 738,BD+48 738,K0 III,4414.00,0.74
Planet,BD+48 738 b,BD+48 738,BD+48 738,392.60000000,13.900
System,BD+48 740
Star,BD+48 740,BD+48 740,K3 III,4534.00,1.09
Planet,BD+48 740 b,BD+48 740,BD+48 740,733.00000000,13.500
System,BD+49 828
Star,BD+49 828,BD+49 828,K0,4943.00,1.52
Planet,BD+49 828 b,BD+49 828,BD+49 828,2590.00000000,13.500
System,BD+55 362
Star,BD+55 362,BD+55 362,K3,5012.00,0.91
Planet,BD+55 362 b,BD+55 362,BD+55 362,265.59000000,14.000
System,BD+60 1417
Star,BD+60 1417,BD+60 1417,K0,4993.00,1.00
Planet,BD+60 1417 b,BD+60 1417,BD+60 1417,,14.684
System,BD+63 1405
Star,BD+63 1405,BD+63 1405,K0,5000.00,0.82
Planet,BD+63 1405 b,BD+63 1405,BD+63 1405,1198.48000000,12.400
System,BD-00 4475
Star,BD-00 4475,BD-00 4475,G0,5040.00,0.81
Planet,BD-00 4475 b,BD-00 4475,BD-00 4475,723.20000000,12.000
System,BD-06 1339
Star,BD-06 1339,BD-06 1339,K7/M0 V,4324.00,0.70
Planet,BD-06 1339 b,BD-06 1339,BD-06 1339,3.87280000,2.850
System,BD-06 1339
Star,BD-06 1339,BD-06 1339,K7/M0 V,4324.00,0.70
Planet,BD-06 1339 c,BD-06 1339,BD-06 1339,125.94000000,8.380
System,BD-08 2823
Star,BD-08 2823,BD-08 2823,K3 V,4816.00,0.50
Planet,BD-08 2823 b,BD-08 2823,BD-08 2823,5.60000000,3.610
System,BD-08 2823
Star,BD-08 2823,BD-08 2823,K3 V,4746.00,0.74
Planet,BD-08 2823 c,BD-08 2823,BD-08 2823,237.60000000,12.500
System,BD-10 3166
Star,BD-10 3166,BD-10 3166,K0 V,5393.00,1.47
Planet,BD-10 3166 b,BD-10 3166,BD-10 3166,3.48777000,14.100
System,BD-11 4672
Star,BD-11 4672,BD-11 4672,K7 V,4550.00,0.65
Planet,BD-11 4672 b,BD-11 4672,BD-11 4672,1634.00000000,14.100
System,BD-11 4672
Star,BD-11 4672,BD-11 4672,K7V,4550.00,0.65
Planet,BD-11 4672 c,BD-11 4672,BD-11 4672,74.20000000,4.040
System,BD-13 2130
Star,BD-13 2130,BD-13 2130,G5 IV/V,4545.00,2.12
Planet,BD-13 2130 b,BD-13 2130,BD-13 2130,714.29999000,12.500
System,BD-17 63
Star,BD-17 63,BD-17 63,K5 V,4714.00,0.74
Planet,BD-17 63 b,BD-17 63,BD-17 63,655.60000000,12.800
System,BD-210397
Star,BD-210397,BD-210397,K7 V,4051.00,0.68
Planet,BD-210397 b,BD-210397,BD-210397,1891.00000000,14.000
System,BD-210397
Star,BD-210397,BD-210397,K7 V,4051.00,0.69
Planet,BD-210397 c,BD-210397,BD-210397,6240.00000000,12.900
System,CD Cet
Star,CD Cet,CD Cet,M5.0 V,3130.00,0.16
Planet,CD Cet b,CD Cet,CD Cet,2.29070000,1.820
System,CFBDSIR J145829+101343
Star,CFBDSIR J145829+101343,CFBDSIR J145829+101343,,580.50,0.02
Planet,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,CFBDSIR J145829+101343,10037.50000000,12.400
System,CFHTWIR-Oph 98 A
Star,CFHTWIR-Oph 98 A,CFHTWIR-Oph 98 A,M9-L1,2320.00,0.01
Planet,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,CFHTWIR-Oph 98 A,8040000.00000000,20.849
System,CHXR 73
Star,CHXR 73,CHXR 73,M3.5,3099.00,0.35
Planet,CHXR 73 b,CHXR 73,CHXR 73,,12.300
System,CI Tau
Star,CI Tau,CI Tau,K7,3807.00,0.90
Planet,CI Tau c,CI Tau,CI Tau,25.20000000,0.6
System,COCONUTS-2 A
Star,COCONUTS-2 A,COCONUTS-2 A,M3 V,3406.00,0.37
Planet,COCONUTS-2 b,COCONUTS-2 A,COCONUTS-2 A,402000000.00000000,12.442
System,CT Cha
Star,CT Cha,CT Cha,K5e,4403.00,1.2
Planet,CT Cha b,CT Cha,CT Cha,,24.660
System,CoRoT-1
Star,CoRoT-1,CoRoT-1,G0 V,5950.00,0.95
Planet,CoRoT-1 b,CoRoT-1,CoRoT-1,1.50895570,16.700
System,CoRoT-10
Star,CoRoT-10,CoRoT-10,K1 V,5075.00,0.89
Planet,CoRoT-10 b,CoRoT-10,CoRoT-10,13.24060000,10.870
System,CoRoT-11
Star,CoRoT-11,CoRoT-11,F6 V,6440.00,1.27
Planet,CoRoT-11 b,CoRoT-11,CoRoT-11,2.99433000,16.030
System,CoRoT-12
Star,CoRoT-12,CoRoT-12,,5675.00,1.08
Planet,CoRoT-12 b,CoRoT-12,CoRoT-12,2.82804200,16.140
System,CoRoT-13
Star,CoRoT-13,CoRoT-13,G0 V,5945.00,1.09
Planet,CoRoT-13 b,CoRoT-13,CoRoT-13,4.03519000,9.920
System,CoRoT-14
Star,CoRoT-14,CoRoT-14,F9 V,6035.00,1.13
Planet,CoRoT-14 b,CoRoT-14,CoRoT-14,1.51214000,12.220
System,CoRoT-16
Star,CoRoT-16,CoRoT-16,G5 V,5650.00,1.10
Planet,CoRoT-16 b,CoRoT-16,CoRoT-16,5.35227000,13.110
System,CoRoT-17
Star,CoRoT-17,CoRoT-17,G2 V,5740.00,1.04
Planet,CoRoT-17 b,CoRoT-17,CoRoT-17,3.76810000,11.430
System,CoRoT-18
Star,CoRoT-18,CoRoT-18,G9 V,5440.00,0.95
Planet,CoRoT-18 b,CoRoT-18,CoRoT-18,1.90006930,14.680
System,CoRoT-19
Star,CoRoT-19,CoRoT-19,F9 V,6090.00,1.21
Planet,CoRoT-19 b,CoRoT-19,CoRoT-19,3.89713000,14.460
Satellite,CoRoT-19 b Sat 1a,CoRoT-19 b,CoRoT-19,0.940000,No
Satellite,CoRoT-19 b Sat 2b,CoRoT-19 b,CoRoT-19,0.920000,No
Satellite,CoRoT-19 b Sat 3c,CoRoT-19 b,CoRoT-19,0.740000,No
System,CoRoT-2
Star,CoRoT-2,CoRoT-2,,5625.00,0.96
Planet,CoRoT-2 b,CoRoT-2,CoRoT-2,1.74299350,16.432
System,CoRoT-20
Star,CoRoT-20,CoRoT-20,G2 V,5880.00,1.14
Planet,CoRoT-20 b,CoRoT-20,CoRoT-20,9.24285000,9.416
System,CoRoT-20
Star,CoRoT-20,CoRoT-20,G2 V,4947.50,1.14
Planet,CoRoT-20 c,CoRoT-20,CoRoT-20,1675.00000000,12.200
System,CoRoT-21
Star,CoRoT-21,CoRoT-21,F8 IV,6200.00,1.29
Planet,CoRoT-21 b,CoRoT-21,CoRoT-21,2.72474000,14.572
Satellite,CoRoT-21 b Sat 1a,CoRoT-21 b,CoRoT-21,1.550000,No
Satellite,CoRoT-21 b Sat 2b,CoRoT-21 b,CoRoT-21,0.540000,No
Satellite,CoRoT-21 b Sat 3c,CoRoT-21 b,CoRoT-21,1.690000,No
Satellite,CoRoT-21 b Sat 4d,CoRoT-21 b,CoRoT-21,0.920000,No
System,CoRoT-22
Star,CoRoT-22,CoRoT-22,G3 V,5939.00,1.10
Planet,CoRoT-22 b,CoRoT-22,CoRoT-22,9.75598000,4.880
System,CoRoT-23
Star,CoRoT-23,CoRoT-23,G0 V,5900.00,1.14
Planet,CoRoT-23 b,CoRoT-23,CoRoT-23,3.63130000,11.770
System,CoRoT-24
Star,CoRoT-24,CoRoT-24,K1 V,4950.00,0.91
Planet,CoRoT-24 b,CoRoT-24,CoRoT-24,5.11340000,3.700
System,CoRoT-24
Star,CoRoT-24,CoRoT-24,K1 V,4950.00,0.91
Planet,CoRoT-24 c,CoRoT-24,CoRoT-24,11.75900000,5.000
Satellite,CoRoT-24 c Sat 1a,CoRoT-24 c,CoRoT-24,1.990000,No
Satellite,CoRoT-24 c Sat 2b,CoRoT-24 c,CoRoT-24,0.960000,No
System,CoRoT-25
Star,CoRoT-25,CoRoT-25,F9,6040.00,1.09
Planet,CoRoT-25 b,CoRoT-25,CoRoT-25,4.86069000,12.110
System,CoRoT-26
Star,CoRoT-26,CoRoT-26,G5,5590.00,1.09
Planet,CoRoT-26 b,CoRoT-26,CoRoT-26,4.20474000,14.120
System,CoRoT-27
Star,CoRoT-27,CoRoT-27,G2,5900.00,1.05
Planet,CoRoT-27 b,CoRoT-27,CoRoT-27,3.57532000,11.287
System,CoRoT-28
Star,CoRoT-28,CoRoT-28,G8/9 IV,5150.00,1.01
Planet,CoRoT-28 b,CoRoT-28,CoRoT-28,5.20851000,10.705
Satellite,CoRoT-28 b Sat 1a,CoRoT-28 b,CoRoT-28,0.530000,Yes
System,CoRoT-29
Star,CoRoT-29,CoRoT-29,K0 V,5260.00,0.97
Planet,CoRoT-29 b,CoRoT-29,CoRoT-29,2.85057000,10.088
System,CoRoT-3
Star,CoRoT-3,CoRoT-3,F3 V,6740.00,1.37
Planet,CoRoT-3 b,CoRoT-3,CoRoT-3,4.25680000,11.320
Satellite,CoRoT-3 b Sat 1a,CoRoT-3 b,CoRoT-3,1.470000,Yes
Satellite,CoRoT-3 b Sat 2b,CoRoT-3 b,CoRoT-3,0.580000,No
Satellite,CoRoT-3 b Sat 3c,CoRoT-3 b,CoRoT-3,1.320000,No
Satellite,CoRoT-3 b Sat 4d,CoRoT-3 b,CoRoT-3,0.740000,No
System,CoRoT-30
Star,CoRoT-30,CoRoT-30,G3 V,5650.00,0.98
Planet,CoRoT-30 b,CoRoT-30,CoRoT-30,9.06005000,11.310
System,CoRoT-31
Star,CoRoT-31,CoRoT-31,G2 IV,5700.00,1.25
Planet,CoRoT-31 b,CoRoT-31,CoRoT-31,4.62941000,16.365
System,CoRoT-35
Star,CoRoT-35,CoRoT-35,F6 V,6390.00,1.01
Planet,CoRoT-35 b,CoRoT-35,CoRoT-35,3.22748000,18.831
System,CoRoT-36
Star,CoRoT-36,CoRoT-36,F3 V,6730.00,1.32
Planet,CoRoT-36 b,CoRoT-36,CoRoT-36,5.61653100,15.805
System,CoRoT-4
Star,CoRoT-4,CoRoT-4,,6190.00,1.16
Planet,CoRoT-4 b,CoRoT-4,CoRoT-4,9.20205000,13.340
System,CoRoT-5
Star,CoRoT-5,CoRoT-5,F9 V,6100.00,1.00
Planet,CoRoT-5 b,CoRoT-5,CoRoT-5,4.03789620,15.558
System,CoRoT-6
Star,CoRoT-6,CoRoT-6,F9 V,6090.00,1.05
Planet,CoRoT-6 b,CoRoT-6,CoRoT-6,8.88659300,13.068
System,CoRoT-7
Star,CoRoT-7,CoRoT-7,G9 V,5275.00,0.82
Planet,CoRoT-7 b,CoRoT-7,CoRoT-7,0.85359163,1.681
System,CoRoT-7
Star,CoRoT-7,CoRoT-7,G9 V,5256.00,0.90
Planet,CoRoT-7 c,CoRoT-7,CoRoT-7,3.69800000,2.830
System,CoRoT-7
Star,CoRoT-7,CoRoT-7,G9 V,5250.00,0.92
Planet,CoRoT-7 d,CoRoT-7,CoRoT-7,8.96600000,4.310
System,CoRoT-8
Star,CoRoT-8,CoRoT-8,K1 V,5080.00,0.88
Planet,CoRoT-8 b,CoRoT-8,CoRoT-8,6.21229000,6.390
System,CoRoT-9
Star,CoRoT-9,CoRoT-9,G3 V,5625.00,0.96
Planet,CoRoT-9 b,CoRoT-9,CoRoT-9,95.27265600,11.949
System,CoRoTID 223977153
Star,CoRoTID 223977153,CoRoTID 223977153,G0 VI,5970.00,1.08
Planet,CoRoTID 223977153 b,CoRoTID 223977153,CoRoTID 223977153,6.71837000,6.389
Satellite,CoRoTID 223977153 b Sat 1a,CoRoTID 223977153 b,CoRoTID 223977153,0.650000,Yes
Satellite,CoRoTID 223977153 b Sat 2b,CoRoTID 223977153 b,CoRoTID 223977153,1.760000,No
Satellite,CoRoTID 223977153 b Sat 3c,CoRoTID 223977153 b,CoRoTID 223977153,0.340000,Yes
System,DE CVn
Star,DE CVn,DE CVn,,3579.00,0.51
Planet,DE CVn b,DE CVn,DE CVn,4098.10000000,12.400
System,DENIS-P J082303.1-491201
Star,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201,L1.5,,0.07
Planet,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201,246.36000000,11.900
Satellite,DENIS-P J082303.1-491201 b Sat 1a,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,0.360000,No
System,DH Tau
Star,DH Tau,DH Tau,M0.5,4371.00,0.33
Planet,DH Tau b,DH Tau,DH Tau,,30.264
System,DMPP-1
Star,DMPP-1,DMPP-1,F8 V,6196.00,1.21
Planet,DMPP-1 b,DMPP-1,DMPP-1,18.57000000,5.290
Satellite,DMPP-1 b Sat 1a,DMPP-1 b,DMPP-1,1.370000,No
Satellite,DMPP-1 b Sat 2b,DMPP-1 b,DMPP-1,1.730000,No
Satellite,DMPP-1 b Sat 3c,DMPP-1 b,DMPP-1,1.090000,No
Satellite,DMPP-1 b Sat 4d,DMPP-1 b,DMPP-1,0.860000,Yes
System,DMPP-1
Star,DMPP-1,DMPP-1,F8 V,6196.00,1.21
Planet,DMPP-1 c,DMPP-1,DMPP-1,6.58400000,3.060
System,DMPP-1
Star,DMPP-1,DMPP-1,F8 V,6196.00,1.21
Planet,DMPP-1 d,DMPP-1,DMPP-1,2.88200000,1.650
System,DMPP-1
Star,DMPP-1,DMPP-1,F8 V,6196.00,1.21
Planet,DMPP-1 e,DMPP-1,DMPP-1,5.51600000,1.860
Satellite,DMPP-1 e Sat 1a,DMPP-1 e,DMPP-1,0.710000,Yes
Satellite,DMPP-1 e Sat 2b,DMPP-1 e,DMPP-1,0.940000,No
Satellite,DMPP-1 e Sat 3c,DMPP-1 e,DMPP-1,1.210000,No
System,DMPP-2
Star,DMPP-2,DMPP-2,F5 V,6500.00,1.44
Planet,DMPP-2 b,DMPP-2,DMPP-2,5.20720000,14.300
System,DMPP-3 A
Star,DMPP-3 A,DMPP-3 A,K0 V,5138.00,0.87
Planet,DMPP-3 A b,DMPP-3 A,DMPP-3 A,6.67320000,1.410
System,DMPP-4
Star,DMPP-4,DMPP-4,F5-F8 V,6400.00,1.25
Planet,DMPP-4 b,DMPP-4,DMPP-4,3.49820000,3.530
System,DP Leo
Star,DP Leo,DP Leo,,13500.00,0.69
Planet,DP Leo b,DP Leo,DP Leo,10220.00000000,12.700
System,DS Tuc A
Star,DS Tuc A,DS Tuc A,G6 V,5428.00,1.01
Planet,DS Tuc A b,DS Tuc A,DS Tuc A,8.13826800,5.700
System,EPIC 201170410
Star,EPIC 201170410,EPIC 201170410,,3648.00,0.29
Planet,EPIC 201170410.02,EPIC 201170410,EPIC 201170410,6.79870000,1.047
System,EPIC 201238110
Star,EPIC 201238110,EPIC 201238110,,3587.00,0.41
Planet,EPIC 201238110 b,EPIC 201238110,EPIC 201238110,28.16560000,1.870
System,EPIC 201427007
Star,EPIC 201427007,EPIC 201427007,,5633.00,0.93
Planet,EPIC 201427007 b,EPIC 201427007,EPIC 201427007,0.72091000,1.500
System,EPIC 201497682
Star,EPIC 201497682,EPIC 201497682,,4991.00,0.78
Planet,EPIC 201497682 b,EPIC 201497682,EPIC 201497682,2.13174000,0.692
System,EPIC 201595106
Star,EPIC 201595106,EPIC 201595106,,5820.00,1.02
Planet,EPIC 201595106 b,EPIC 201595106,EPIC 201595106,0.87721400,1.300
Satellite,EPIC 201595106 b Sat 1a,EPIC 201595106 b,EPIC 201595106,1.470000,Yes
Satellite,EPIC 201595106 b Sat 2b,EPIC 201595106 b,EPIC 201595106,1.500000,Yes
System,K2-166
Star,K2-166,K2-166,,5942.50,1.07
Planet,EPIC 201615463 c,K2-166,K2-166,3.80464000,1.220
System,K2-16
Star,K2-16,K2-16,K3 V,4761.00,0.67
Planet,EPIC 201754305 d,K2-16,K2-16,2.71578000,1.030
System,EPIC 201757695
Star,EPIC 201757695,EPIC 201757695,,4520.00,0.73
Planet,EPIC 201757695.02,EPIC 201757695,EPIC 201757695,2.04780000,0.908
System,K2-50
Star,K2-50,K2-50,,4292.67,0.61
Planet,EPIC 201833600 c,K2-50,K2-50,3.96151000,1.000
System,EPIC 201841433
Star,EPIC 201841433,EPIC 201841433,,5053.00,0.80
Planet,EPIC 201841433 b,EPIC 201841433,EPIC 201841433,4.16980000,1.040
System,K2-168
Star,K2-168,K2-168,,5502.70,0.88
Planet,EPIC 205950854 c,K2-168,K2-168,8.05072200,1.310
System,EPIC 206024342
Star,EPIC 206024342,EPIC 206024342,,5724.00,0.93
Planet,EPIC 206024342 b,EPIC 206024342,EPIC 206024342,4.50756000,1.700
System,EPIC 206024342
Star,EPIC 206024342,EPIC 206024342,,5724.00,0.93
Planet,EPIC 206024342 c,EPIC 206024342,EPIC 206024342,0.91172400,1.400
System,EPIC 206024342
Star,EPIC 206024342,EPIC 206024342,,5724.00,0.93
Planet,EPIC 206024342 d,EPIC 206024342,EPIC 206024342,14.64753100,2.600
System,EPIC 206032309
Star,EPIC 206032309,EPIC 206032309,,3489.00,0.22
Planet,EPIC 206032309 b,EPIC 206032309,EPIC 206032309,2.87814000,1.010
System,EPIC 206042996
Star,EPIC 206042996,EPIC 206042996,,4114.00,0.57
Planet,EPIC 206042996 b,EPIC 206042996,EPIC 206042996,5.29860000,1.700
System,EPIC 206042996
Star,EPIC 206042996,EPIC 206042996,,4114.00,0.57
Planet,EPIC 206042996 c,EPIC 206042996,EPIC 206042996,0.35488400,1.200
System,EPIC 206215704
Star,EPIC 206215704,EPIC 206215704,,3297.00,0.41
